contest,title,english_title,rating,url
第 344 场周赛,找出不同元素数目差数组,Find the Distinct Difference Array,-1,https://leetcode.cn/problems/find-the-distinct-difference-array/
第 344 场周赛,频率跟踪器,Frequency Tracker,-1,https://leetcode.cn/problems/frequency-tracker/
第 344 场周赛,有相同颜色的相邻元素数目,Number of Adjacent Elements With the Same Color,-1,https://leetcode.cn/problems/number-of-adjacent-elements-with-the-same-color/
第 344 场周赛,使二叉树所有路径值相等的最小代价,Make Costs of Paths Equal in a Binary Tree,-1,https://leetcode.cn/problems/make-costs-of-paths-equal-in-a-binary-tree/
第 343 场周赛,保龄球游戏的获胜者,Determine the Winner of a Bowling Game,-1,https://leetcode.cn/problems/determine-the-winner-of-a-bowling-game/
第 343 场周赛,找出叠涂元素,First Completely Painted Row or Column,-1,https://leetcode.cn/problems/first-completely-painted-row-or-column/
第 343 场周赛,前往目标的最小代价,Minimum Cost of a Path With Special Roads,-1,https://leetcode.cn/problems/minimum-cost-of-a-path-with-special-roads/
第 343 场周赛,字典序最小的美丽字符串,Lexicographically Smallest Beautiful String,-1,https://leetcode.cn/problems/lexicographically-smallest-beautiful-string/
第 103 场双周赛,K 个元素的最大和,Maximum Sum With Exactly K Elements ,1213.4070467355,https://leetcode.cn/problems/maximum-sum-with-exactly-k-elements/
第 103 场双周赛,找到两个数组的前缀公共数组,Find the Prefix Common Array of Two Arrays,1304.1180812515,https://leetcode.cn/problems/find-the-prefix-common-array-of-two-arrays/
第 103 场双周赛,网格图中鱼的最大数目,Maximum Number of Fish in a Grid,1489.7210915287,https://leetcode.cn/problems/maximum-number-of-fish-in-a-grid/
第 103 场双周赛,将数组清空,Make Array Empty,2281.8816902545,https://leetcode.cn/problems/make-array-empty/
第 342 场周赛,计算列车到站时间,Calculate Delayed Arrival Time,1168.6157473032,https://leetcode.cn/problems/calculate-delayed-arrival-time/
第 342 场周赛,倍数求和,Sum Multiples,1182.3093772964,https://leetcode.cn/problems/sum-multiples/
第 342 场周赛,滑动子数组的美丽值,Sliding Subarray Beauty,1785.6006955353,https://leetcode.cn/problems/sliding-subarray-beauty/
第 342 场周赛,使数组所有元素变成 1 的最少操作次数,Minimum Number of Operations to Make All Array Elements Equal to 1,1928.7961204946,https://leetcode.cn/problems/minimum-number-of-operations-to-make-all-array-elements-equal-to-1/
第 341 场周赛,一最多的行,Row With Maximum Ones,1174.3019990918,https://leetcode.cn/problems/row-with-maximum-ones/
第 341 场周赛,找出可整除性得分最大的整数,Find the Maximum Divisibility Score,1257.8344655358,https://leetcode.cn/problems/find-the-maximum-divisibility-score/
第 341 场周赛,构造有效字符串的最少插入数,Minimum Additions to Make Valid String,1477.7669322402,https://leetcode.cn/problems/minimum-additions-to-make-valid-string/
第 341 场周赛,最小化旅行的价格总和,Minimize the Total Price of the Trips,2238.2830745228,https://leetcode.cn/problems/minimize-the-total-price-of-the-trips/
第 102 场双周赛,查询网格图中每一列的宽度,Find the Width of Columns of a Grid,1282.5186784876,https://leetcode.cn/problems/find-the-width-of-columns-of-a-grid/
第 102 场双周赛,一个数组所有前缀的分数,Find the Score of All Prefixes of an Array,1314.3600610974,https://leetcode.cn/problems/find-the-score-of-all-prefixes-of-an-array/
第 102 场双周赛,二叉树的堂兄弟节点 II,Cousins in Binary Tree II,1676.5007365375,https://leetcode.cn/problems/cousins-in-binary-tree-ii/
第 102 场双周赛,设计可以求最短路径的图类,Design Graph With Shortest Path Calculator,1810.6470004623,https://leetcode.cn/problems/design-graph-with-shortest-path-calculator/
第 340 场周赛,对角线上的质数,Prime In Diagonal,1375.4261931199,https://leetcode.cn/problems/prime-in-diagonal/
第 340 场周赛,等值距离和,Sum of Distances,1793.3033536992,https://leetcode.cn/problems/sum-of-distances/
第 340 场周赛,最小化数对的最大差值,Minimize the Maximum Difference of Pairs,2155.3424932408,https://leetcode.cn/problems/minimize-the-maximum-difference-of-pairs/
第 340 场周赛,网格图中最少访问的格子数,Minimum Number of Visited Cells in a Grid,2581.9961985753,https://leetcode.cn/problems/minimum-number-of-visited-cells-in-a-grid/
第 339 场周赛,最长平衡子字符串,Find the Longest Balanced Substring of a Binary String,1348.577010609,https://leetcode.cn/problems/find-the-longest-balanced-substring-of-a-binary-string/
第 339 场周赛,转换二维数组,Convert an Array Into a 2D Array With Conditions,1373.8916796083,https://leetcode.cn/problems/convert-an-array-into-a-2d-array-with-conditions/
第 339 场周赛,老鼠和奶酪,Mice and Cheese,1663.456591933,https://leetcode.cn/problems/mice-and-cheese/
第 339 场周赛,最少翻转操作数,Minimum Reverse Operations,2824.4551372454,https://leetcode.cn/problems/minimum-reverse-operations/
第 101 场双周赛,从两个数字数组里生成最小数字,Form Smallest Number From Two Digit Arrays,1241.5775825621,https://leetcode.cn/problems/form-smallest-number-from-two-digit-arrays/
第 101 场双周赛,找到最大开销的子字符串,Find the Substring With Maximum Cost,1422.3308967485,https://leetcode.cn/problems/find-the-substring-with-maximum-cost/
第 101 场双周赛,使子数组元素和相等,Make K-Subarray Sums Equal,2071.3208991938,https://leetcode.cn/problems/make-k-subarray-sums-equal/
第 101 场双周赛,图中的最短环,Shortest Cycle in a Graph,1904.2279434479,https://leetcode.cn/problems/shortest-cycle-in-a-graph/
第 338 场周赛,K 件物品的最大和,K Items With the Maximum Sum,1434.2392062372,https://leetcode.cn/problems/k-items-with-the-maximum-sum/
第 338 场周赛,质数减法运算,Prime Subtraction Operation,1779.0712927572,https://leetcode.cn/problems/prime-subtraction-operation/
第 338 场周赛,使数组元素全部相等的最少操作次数,Minimum Operations to Make All Array Elements Equal,1903.1973989877,https://leetcode.cn/problems/minimum-operations-to-make-all-array-elements-equal/
第 338 场周赛,收集树中金币,Collect Coins in a Tree,2711.8717381409,https://leetcode.cn/problems/collect-coins-in-a-tree/
第 337 场周赛,奇偶位数,Number of Even and Odd Bits,1206.5675296817,https://leetcode.cn/problems/number-of-even-and-odd-bits/
第 337 场周赛,检查骑士巡视方案,Check Knight Tour Configuration,1448.1865030721,https://leetcode.cn/problems/check-knight-tour-configuration/
第 337 场周赛,美丽子集的数目,The Number of Beautiful Subsets,2023.4303440211,https://leetcode.cn/problems/the-number-of-beautiful-subsets/
第 337 场周赛,执行操作后的最大 MEX,Smallest Missing Non-negative Integer After Operations,1845.6611654401,https://leetcode.cn/problems/smallest-missing-non-negative-integer-after-operations/
第 100 场双周赛,将钱分给最多的儿童,Distribute Money to Maximum Children,1530.6451141787,https://leetcode.cn/problems/distribute-money-to-maximum-children/
第 100 场双周赛,最大化数组的伟大值,Maximize Greatness of an Array,1569.1579260438,https://leetcode.cn/problems/maximize-greatness-of-an-array/
第 100 场双周赛,标记所有元素后数组的分数,Find Score of an Array After Marking All Elements,1665.1885910815,https://leetcode.cn/problems/find-score-of-an-array-after-marking-all-elements/
第 100 场双周赛,修车的最少时间,Minimum Time to Repair Cars,1915.2628132733,https://leetcode.cn/problems/minimum-time-to-repair-cars/
第 336 场周赛,统计范围内的元音字符串数,Count the Number of Vowel Strings in Range,1178.6580069402,https://leetcode.cn/problems/count-the-number-of-vowel-strings-in-range/
第 336 场周赛,重排数组以得到最大前缀分数,Rearrange Array to Maximize Prefix Score,1336.7830451625,https://leetcode.cn/problems/rearrange-array-to-maximize-prefix-score/
第 336 场周赛,统计美丽子数组数目,Count the Number of Beautiful Subarrays,1696.8895579594,https://leetcode.cn/problems/count-the-number-of-beautiful-subarrays/
第 336 场周赛,完成所有任务的最少时间,Minimum Time to Complete All Tasks,2380.5983169295,https://leetcode.cn/problems/minimum-time-to-complete-all-tasks/
第 335 场周赛,递枕头,Pass the Pillow,1278.0092842613,https://leetcode.cn/problems/pass-the-pillow/
第 335 场周赛,二叉树中的第 K 大层和,Kth Largest Sum in a Binary Tree,1374.3527967199,https://leetcode.cn/problems/kth-largest-sum-in-a-binary-tree/
第 335 场周赛,分割数组使乘积互质,Split the Array to Make Coprime Products,2159.4844281244,https://leetcode.cn/problems/split-the-array-to-make-coprime-products/
第 335 场周赛,获得分数的方法数,Number of Ways to Earn Points,1909.5535861652,https://leetcode.cn/problems/number-of-ways-to-earn-points/
第 99 场双周赛,最小和分割,Split With Minimum Sum,1350.5883729249,https://leetcode.cn/problems/split-with-minimum-sum/
第 99 场双周赛,统计染色格子数,Count Total Number of Colored Cells,1356.4450869217,https://leetcode.cn/problems/count-total-number-of-colored-cells/
第 99 场双周赛,统计将重叠区间合并成组的方案数,Count Ways to Group Overlapping Ranges,1631.5850830561,https://leetcode.cn/problems/count-ways-to-group-overlapping-ranges/
第 99 场双周赛,统计可能的树根数目,Count Number of Possible Root Nodes,2228.3454693625,https://leetcode.cn/problems/count-number-of-possible-root-nodes/
第 334 场周赛,左右元素和的差值,Left and Right Sum Differences,1206.0712568518,https://leetcode.cn/problems/left-and-right-sum-differences/
第 334 场周赛,找出字符串的可整除数组,Find the Divisibility Array of a String,1541.3741526845,https://leetcode.cn/problems/find-the-divisibility-array-of-a-string/
第 334 场周赛,求出最多标记下标,Find the Maximum Number of Marked Indices,1843.2383664194,https://leetcode.cn/problems/find-the-maximum-number-of-marked-indices/
第 334 场周赛,在网格图中访问一个格子的最少时间,Minimum Time to Visit a Cell In a Grid,2381.625583289,https://leetcode.cn/problems/minimum-time-to-visit-a-cell-in-a-grid/
第 333 场周赛,合并两个二维数组 - 求和法,Merge Two 2D Arrays by Summing Values,1281.0889272532,https://leetcode.cn/problems/merge-two-2d-arrays-by-summing-values/
第 333 场周赛,将整数减少到零需要的最少操作数,Minimum Operations to Reduce an Integer to 0,1649.2000410344,https://leetcode.cn/problems/minimum-operations-to-reduce-an-integer-to-0/
第 333 场周赛,无平方子集计数,Count the Number of Square-Free Subsets,2419.5791089724,https://leetcode.cn/problems/count-the-number-of-square-free-subsets/
第 333 场周赛,找出对应 LCP 矩阵的字符串,Find the String with LCP,2681.7054310332,https://leetcode.cn/problems/find-the-string-with-lcp/
第 98 场双周赛,替换一个数字后的最大差值,Maximum Difference by Remapping a Digit,1396.1044458638,https://leetcode.cn/problems/maximum-difference-by-remapping-a-digit/
第 98 场双周赛,修改两个元素的最小分数,Minimum Score by Changing Two Elements,1608.577875807,https://leetcode.cn/problems/minimum-score-by-changing-two-elements/
第 98 场双周赛,最小无法得到的或值,Minimum Impossible OR,1754.1710323358,https://leetcode.cn/problems/minimum-impossible-or/
第 98 场双周赛,更新数组后处理求和查询,Handling Sum Queries After Update,2397.8728428256,https://leetcode.cn/problems/handling-sum-queries-after-update/
第 332 场周赛,找出数组的串联值,Find the Array Concatenation Value,1259.949137745,https://leetcode.cn/problems/find-the-array-concatenation-value/
第 332 场周赛,统计公平数对的数目,Count the Number of Fair Pairs,1720.7470612766,https://leetcode.cn/problems/count-the-number-of-fair-pairs/
第 332 场周赛,子字符串异或查询,Substring XOR Queries,1959.2696201953,https://leetcode.cn/problems/substring-xor-queries/
第 332 场周赛,最少得分子序列,Subsequence With the Minimum Score,2432.4146343542,https://leetcode.cn/problems/subsequence-with-the-minimum-score/
第 331 场周赛,从数量最多的堆取走礼物,Take Gifts From the Richest Pile,1276.7817742915,https://leetcode.cn/problems/take-gifts-from-the-richest-pile/
第 331 场周赛,统计范围内的元音字符串数,Count Vowel Strings in Ranges,1435.0179887342,https://leetcode.cn/problems/count-vowel-strings-in-ranges/
第 331 场周赛,打家劫舍 IV,House Robber IV,2081.1880297942,https://leetcode.cn/problems/house-robber-iv/
第 331 场周赛,重排水果,Rearranging Fruits,2221.793185714,https://leetcode.cn/problems/rearranging-fruits/
第 97 场双周赛,分割数组中数字的数位,Separate the Digits in an Array,1216.612918849,https://leetcode.cn/problems/separate-the-digits-in-an-array/
第 97 场双周赛,从一个范围内选择最多整数 I,Maximum Number of Integers to Choose From a Range I,1333.2008827592,https://leetcode.cn/problems/maximum-number-of-integers-to-choose-from-a-range-i/
第 97 场双周赛,两个线段获得的最多奖品,Maximize Win From Two Segments,2080.7845644831,https://leetcode.cn/problems/maximize-win-from-two-segments/
第 97 场双周赛,二进制矩阵中翻转最多一次使路径不连通,Disconnect Path in a Binary Matrix by at Most One Flip,2368.6674771307,https://leetcode.cn/problems/disconnect-path-in-a-binary-matrix-by-at-most-one-flip/
第 330 场周赛,统计桌面上的不同数字,Count Distinct Numbers on Board,1265.8320564115,https://leetcode.cn/problems/count-distinct-numbers-on-board/
第 330 场周赛,猴子碰撞的方法数,Count Collisions of Monkeys on a Polygon,1662.7075394144,https://leetcode.cn/problems/count-collisions-of-monkeys-on-a-polygon/
第 330 场周赛,将珠子放入背包中,Put Marbles in Bags,2042.4005521254,https://leetcode.cn/problems/put-marbles-in-bags/
第 330 场周赛,统计上升四元组,Count Increasing Quadruplets,2432.713399111,https://leetcode.cn/problems/count-increasing-quadruplets/
第 329 场周赛,交替数字和,Alternating Digit Sum,1184.3385083575,https://leetcode.cn/problems/alternating-digit-sum/
第 329 场周赛,根据第 K 场考试的分数排序,Sort the Students by Their Kth Score,1294.0257382852,https://leetcode.cn/problems/sort-the-students-by-their-kth-score/
第 329 场周赛,执行逐位运算使字符串相等,Apply Bitwise Operations to Make Strings Equal,1604.6299874552,https://leetcode.cn/problems/apply-bitwise-operations-to-make-strings-equal/
第 329 场周赛,拆分数组的最小代价,Minimum Cost to Split an Array,2019.9859462755,https://leetcode.cn/problems/minimum-cost-to-split-an-array/
第 96 场双周赛,最小公共值,Minimum Common Value,1249.7515196656,https://leetcode.cn/problems/minimum-common-value/
第 96 场双周赛,使数组中所有元素相等的最小操作数 II,Minimum Operations to Make Array Equal II,1619.505461912,https://leetcode.cn/problems/minimum-operations-to-make-array-equal-ii/
第 96 场双周赛,最大子序列的分数,Maximum Subsequence Score,2056.2598215101,https://leetcode.cn/problems/maximum-subsequence-score/
第 96 场双周赛,判断一个点是否可以到达,Check if Point Is Reachable,2220.8257124139,https://leetcode.cn/problems/check-if-point-is-reachable/
第 328 场周赛,数组元素和与数字和的绝对差,Difference Between Element Sum and Digit Sum of an Array,1222.2354919459,https://leetcode.cn/problems/difference-between-element-sum-and-digit-sum-of-an-array/
第 328 场周赛,子矩阵元素加 1,Increment Submatrices by One,1583.3117784523,https://leetcode.cn/problems/increment-submatrices-by-one/
第 328 场周赛,统计好子数组的数目,Count the Number of Good Subarrays,1891.8455273506,https://leetcode.cn/problems/count-the-number-of-good-subarrays/
第 328 场周赛,最大价值和与最小价值和的差值,Difference Between Maximum and Minimum Price Sum,2397.9722495587,https://leetcode.cn/problems/difference-between-maximum-and-minimum-price-sum/
第 327 场周赛,正整数和负整数的最大计数,Maximum Count of Positive Integer and Negative Integer,1195.9731842298,https://leetcode.cn/problems/maximum-count-of-positive-integer-and-negative-integer/
第 327 场周赛,执行 K 次操作后的最大分数,Maximal Score After Applying K Operations,1386.1200017827,https://leetcode.cn/problems/maximal-score-after-applying-k-operations/
第 327 场周赛,使字符串总不同字符的数目相等,Make Number of Distinct Characters Equal,1775.854606648,https://leetcode.cn/problems/make-number-of-distinct-characters-equal/
第 327 场周赛,过桥的时间,Time to Cross a Bridge,2588.8752130913,https://leetcode.cn/problems/time-to-cross-a-bridge/
第 95 场双周赛,根据规则将箱子分类,Categorize Box According to Criteria,1301.4167433184,https://leetcode.cn/problems/categorize-box-according-to-criteria/
第 95 场双周赛,找到数据流中的连续整数,Find Consecutive Integers from a Data Stream,1444.3218903725,https://leetcode.cn/problems/find-consecutive-integers-from-a-data-stream/
第 95 场双周赛,查询数组 Xor 美丽值,Find Xor-Beauty of Array,1549.945040184,https://leetcode.cn/problems/find-xor-beauty-of-array/
第 95 场双周赛,最大化城市的最小供电站数目,Maximize the Minimum Powered City,2235.5784618885,https://leetcode.cn/problems/maximize-the-minimum-powered-city/
第 326 场周赛,统计能整除数字的位数,Count the Digits That Divide a Number,1260.8697515006,https://leetcode.cn/problems/count-the-digits-that-divide-a-number/
第 326 场周赛,数组乘积中的不同质因数数目,Distinct Prime Factors of Product of Array,1413.0376809608,https://leetcode.cn/problems/distinct-prime-factors-of-product-of-array/
第 326 场周赛,将字符串分割成值不超过 K 的子字符串,Partition String Into Substrings With Values at Most K,1604.5128423093,https://leetcode.cn/problems/partition-string-into-substrings-with-values-at-most-k/
第 326 场周赛,范围内最接近的两个质数,Closest Prime Numbers in Range,1649.7120733311,https://leetcode.cn/problems/closest-prime-numbers-in-range/
第 325 场周赛,到目标字符串的最短距离,Shortest Distance to Target String in a Circular Array,1367.0197235097,https://leetcode.cn/problems/shortest-distance-to-target-string-in-a-circular-array/
第 325 场周赛,每种字符至少取 K 个,Take K of Each Character From Left and Right,1947.8832856412,https://leetcode.cn/problems/take-k-of-each-character-from-left-and-right/
第 325 场周赛,礼盒的最大甜蜜度,Maximum Tastiness of Candy Basket,2020.6775180586,https://leetcode.cn/problems/maximum-tastiness-of-candy-basket/
第 325 场周赛,好分区的数目,Number of Great Partitions,2414.6227484407,https://leetcode.cn/problems/number-of-great-partitions/
第 94 场双周赛,最多可以摧毁的敌人城堡数目,Maximum Enemy Forts That Can Be Captured,1450.0534545623,https://leetcode.cn/problems/maximum-enemy-forts-that-can-be-captured/
第 94 场双周赛,奖励最顶尖的 K 名学生,Reward Top K Students,1636.7472106213,https://leetcode.cn/problems/reward-top-k-students/
第 94 场双周赛,最小化两个数组中的最大值,Minimize the Maximum of Two Arrays,2302.4005640818,https://leetcode.cn/problems/minimize-the-maximum-of-two-arrays/
第 94 场双周赛,统计同位异构字符串数目,Count Anagrams,2069.7848729824,https://leetcode.cn/problems/count-anagrams/
第 324 场周赛,统计相似字符串对的数目,Count Pairs Of Similar Strings,1335.4613368501,https://leetcode.cn/problems/count-pairs-of-similar-strings/
第 324 场周赛,使用质因数之和替换后可以取到的最小值,Smallest Value After Replacing With Sum of Prime Factors,1499.5903720292,https://leetcode.cn/problems/smallest-value-after-replacing-with-sum-of-prime-factors/
第 324 场周赛,添加边使所有节点度数都为偶数,Add Edges to Make Degrees of All Nodes Even,2060.0720834082,https://leetcode.cn/problems/add-edges-to-make-degrees-of-all-nodes-even/
第 324 场周赛,查询树中环的长度,Cycle Length Queries in a Tree,1948.489500779,https://leetcode.cn/problems/cycle-length-queries-in-a-tree/
第 323 场周赛,删除每行中的最大值,Delete Greatest Value in Each Row,1309.7266159448,https://leetcode.cn/problems/delete-greatest-value-in-each-row/
第 323 场周赛,数组中最长的方波,Longest Square Streak in an Array,1479.9828219111,https://leetcode.cn/problems/longest-square-streak-in-an-array/
第 323 场周赛,设计内存分配器,Design Memory Allocator,1745.5352025872,https://leetcode.cn/problems/design-memory-allocator/
第 323 场周赛,矩阵查询可获得的最大分数,Maximum Number of Points From Grid Queries,2195.6540241654,https://leetcode.cn/problems/maximum-number-of-points-from-grid-queries/
第 93 场双周赛,数组中字符串的最大值,Maximum Value of a String in an Array,1292.8993325204,https://leetcode.cn/problems/maximum-value-of-a-string-in-an-array/
第 93 场双周赛,图中最大星和,Maximum Star Sum of a Graph,1682.16892078,https://leetcode.cn/problems/maximum-star-sum-of-a-graph/
第 93 场双周赛,青蛙过河 II,Frog Jump II,1759.0470795449,https://leetcode.cn/problems/frog-jump-ii/
第 93 场双周赛,让数组不相等的最小总代价,Minimum Total Cost to Make Arrays Unequal,2633.0144045478,https://leetcode.cn/problems/minimum-total-cost-to-make-arrays-unequal/
第 322 场周赛,回环句,Circular Sentence,1262.938740364,https://leetcode.cn/problems/circular-sentence/
第 322 场周赛,划分技能点相等的团队,Divide Players Into Teams of Equal Skill,1323.1893756783,https://leetcode.cn/problems/divide-players-into-teams-of-equal-skill/
第 322 场周赛,两个城市间路径的最小分数,Minimum Score of a Path Between Two Cities,1679.5737760149,https://leetcode.cn/problems/minimum-score-of-a-path-between-two-cities/
第 322 场周赛,将节点分成尽可能多的组,Divide Nodes Into the Maximum Number of Groups,2415.2802039252,https://leetcode.cn/problems/divide-nodes-into-the-maximum-number-of-groups/
第 321 场周赛,找出中枢整数,Find the Pivot Integer,1207.3151378208,https://leetcode.cn/problems/find-the-pivot-integer/
第 321 场周赛,追加字符以获得子序列,Append Characters to String to Make Subsequence,1362.7144100401,https://leetcode.cn/problems/append-characters-to-string-to-make-subsequence/
第 321 场周赛,从链表中移除节点,Remove Nodes From Linked List,1454.5942017003,https://leetcode.cn/problems/remove-nodes-from-linked-list/
第 321 场周赛,统计中位数为 K 的子数组,Count Subarrays With Median K,1998.889914712,https://leetcode.cn/problems/count-subarrays-with-median-k/
第 92 场双周赛,分割圆的最少切割次数,Minimum Cuts to Divide a Circle,1246.0341186297,https://leetcode.cn/problems/minimum-cuts-to-divide-a-circle/
第 92 场双周赛,行和列中一和零的差值,Difference Between Ones and Zeros in Row and Column,1372.5139179378,https://leetcode.cn/problems/difference-between-ones-and-zeros-in-row-and-column/
第 92 场双周赛,商店的最少代价,Minimum Penalty for a Shop,1494.500749598,https://leetcode.cn/problems/minimum-penalty-for-a-shop/
第 92 场双周赛,统计回文子序列数目,Count Palindromic Subsequences,2223.1762282199,https://leetcode.cn/problems/count-palindromic-subsequences/
第 320 场周赛,数组中不等三元组的数目,Number of Unequal Triplets in Array,1255.5461825223,https://leetcode.cn/problems/number-of-unequal-triplets-in-array/
第 320 场周赛,二叉搜索树最近节点查询,Closest Nodes Queries in a Binary Search Tree,1596.9852244916,https://leetcode.cn/problems/closest-nodes-queries-in-a-binary-search-tree/
第 320 场周赛,到达首都的最少油耗,Minimum Fuel Cost to Report to the Capital,2011.9703133514,https://leetcode.cn/problems/minimum-fuel-cost-to-report-to-the-capital/
第 320 场周赛,完美分割的方案数,Number of Beautiful Partitions,2344.3664724791,https://leetcode.cn/problems/number-of-beautiful-partitions/
第 319 场周赛,温度转换,Convert the Temperature,1153.427255962,https://leetcode.cn/problems/convert-the-temperature/
第 319 场周赛,最小公倍数为 K 的子数组数目,Number of Subarrays With LCM Equal to K,1559.9709348417,https://leetcode.cn/problems/number-of-subarrays-with-lcm-equal-to-k/
第 319 场周赛,逐层排序二叉树所需的最少操作数目,Minimum Number of Operations to Sort a Binary Tree by Level,1635.1520858279,https://leetcode.cn/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level/
第 319 场周赛,不重叠回文子字符串的最大数目,Maximum Number of Non-overlapping Palindrome Substrings,2013.4354344791,https://leetcode.cn/problems/maximum-number-of-non-overlapping-palindrome-substrings/
第 91 场双周赛,不同的平均值数目,Number of Distinct Averages,1250.0975318308,https://leetcode.cn/problems/number-of-distinct-averages/
第 91 场双周赛,统计构造好字符串的方案数,Count Ways To Build Good Strings,1694.4308657594,https://leetcode.cn/problems/count-ways-to-build-good-strings/
第 91 场双周赛,树上最大得分和路径,Most Profitable Path in a Tree,2053.354609292,https://leetcode.cn/problems/most-profitable-path-in-a-tree/
第 91 场双周赛,根据限制分割消息,Split Message Based on Limit,2381.6019709166,https://leetcode.cn/problems/split-message-based-on-limit/
第 318 场周赛,对数组执行操作,Apply Operations to an Array,1223.9335618833,https://leetcode.cn/problems/apply-operations-to-an-array/
第 318 场周赛,长度为 K 子数组中的最大和,Maximum Sum of Distinct Subarrays With Length K,1552.8935571247,https://leetcode.cn/problems/maximum-sum-of-distinct-subarrays-with-length-k/
第 318 场周赛,雇佣 K 位工人的总代价,Total Cost to Hire K Workers,1763.6404758359,https://leetcode.cn/problems/total-cost-to-hire-k-workers/
第 318 场周赛,最小移动总距离,Minimum Total Distance Traveled,2453.9054896968,https://leetcode.cn/problems/minimum-total-distance-traveled/
第 317 场周赛,可被三整除的偶数的平均值,Average Value of Even Numbers That Are Divisible by Three,1151.2537511408,https://leetcode.cn/problems/average-value-of-even-numbers-that-are-divisible-by-three/
第 317 场周赛,最流行的视频创作者,Most Popular Video Creator,1548.1751146981,https://leetcode.cn/problems/most-popular-video-creator/
第 317 场周赛,美丽整数的最小增量,Minimum Addition to Make Integer Beautiful,1680.0815931601,https://leetcode.cn/problems/minimum-addition-to-make-integer-beautiful/
第 317 场周赛,移除子树后的二叉树高度,Height of Binary Tree After Subtree Removal Queries,2298.6242048519,https://leetcode.cn/problems/height-of-binary-tree-after-subtree-removal-queries/
第 90 场双周赛,差值数组不同的字符串,Odd String Difference,1406.1279714442,https://leetcode.cn/problems/odd-string-difference/
第 90 场双周赛,距离字典两次编辑以内的单词,Words Within Two Edits of Dictionary,1459.7513584849,https://leetcode.cn/problems/words-within-two-edits-of-dictionary/
第 90 场双周赛,摧毁一系列目标,Destroy Sequential Targets,1761.9162628125,https://leetcode.cn/problems/destroy-sequential-targets/
第 90 场双周赛,下一个更大元素 IV,Next Greater Element IV,2175.1190473433,https://leetcode.cn/problems/next-greater-element-iv/
第 316 场周赛,判断两个事件是否存在冲突,Determine if Two Events Have Conflict,1322.3886921778,https://leetcode.cn/problems/determine-if-two-events-have-conflict/
第 316 场周赛,最大公因数等于 K 的子数组数目,Number of Subarrays With GCD Equal to K,1602.7742849665,https://leetcode.cn/problems/number-of-subarrays-with-gcd-equal-to-k/
第 316 场周赛,使数组相等的最小开销,Minimum Cost to Make Array Equal,2005.3737929084,https://leetcode.cn/problems/minimum-cost-to-make-array-equal/
第 316 场周赛,使数组相似的最少操作次数,Minimum Number of Operations to Make Arrays Similar,2076.0155978787,https://leetcode.cn/problems/minimum-number-of-operations-to-make-arrays-similar/
第 315 场周赛,与对应负数同时存在的最大正整数,Largest Positive Integer That Exists With Its Negative,1167.647122501,https://leetcode.cn/problems/largest-positive-integer-that-exists-with-its-negative/
第 315 场周赛,反转之后不同整数的数目,Count Number of Distinct Integers After Reverse Operations,1218.9011436003,https://leetcode.cn/problems/count-number-of-distinct-integers-after-reverse-operations/
第 315 场周赛,反转之后的数字和,Sum of Number and Its Reverse,1376.0047008182,https://leetcode.cn/problems/sum-of-number-and-its-reverse/
第 315 场周赛,统计定界子数组的数目,Count Subarrays With Fixed Bounds,2092.5366031561,https://leetcode.cn/problems/count-subarrays-with-fixed-bounds/
第 89 场双周赛,有效时间的数目,Number of Valid Clock Times,1426.9800910361,https://leetcode.cn/problems/number-of-valid-clock-times/
第 89 场双周赛,二的幂数组中查询范围内的乘积,Range Product Queries of Powers,1609.7858209851,https://leetcode.cn/problems/range-product-queries-of-powers/
第 89 场双周赛,最小化数组中的最大值,Minimize Maximum of Array,1965.1266122355,https://leetcode.cn/problems/minimize-maximum-of-array/
第 89 场双周赛,创建价值相同的连通块,Create Components With Same Value,2460.3152437576,https://leetcode.cn/problems/create-components-with-same-value/
第 314 场周赛,处理用时最长的那个任务的员工,The Employee That Worked on the Longest Task,1266.7001363197,https://leetcode.cn/problems/the-employee-that-worked-on-the-longest-task/
第 314 场周赛,找出前缀异或的原始数组,Find The Original Array of Prefix Xor,1366.6789652398,https://leetcode.cn/problems/find-the-original-array-of-prefix-xor/
第 314 场周赛,使用机器人打印字典序最小的字符串,Using a Robot to Print the Lexicographically Smallest String,1953.137726744,https://leetcode.cn/problems/using-a-robot-to-print-the-lexicographically-smallest-string/
第 314 场周赛,矩阵中和能被 K 整除的路径,Paths in Matrix Whose Sum Is Divisible by K,1951.5918682146,https://leetcode.cn/problems/paths-in-matrix-whose-sum-is-divisible-by-k/
第 313 场周赛,公因子的数目,Number of Common Factors,1172.0548998046,https://leetcode.cn/problems/number-of-common-factors/
第 313 场周赛,沙漏的最大总和,Maximum Sum of an Hourglass,1289.945159062,https://leetcode.cn/problems/maximum-sum-of-an-hourglass/
第 313 场周赛,最小 XOR,Minimize XOR,1532.3349133769,https://leetcode.cn/problems/minimize-xor/
第 313 场周赛,对字母串可执行的最大删除数,Maximum Deletions on a String,2101.867342004,https://leetcode.cn/problems/maximum-deletions-on-a-string/
第 88 场双周赛,删除字符使频率相同,Remove Letter To Equalize Frequency,1648.3540381514,https://leetcode.cn/problems/remove-letter-to-equalize-frequency/
